type_scenario	variable_column_x	city	predicted_cluster
srag	Death	Barra Velha	15
srag	Death	Quilombo	15
srag	Death	Irani	15
srag	Death	Araquari	15
srag	Death	Itapiranga	15
srag	Death	Otacílio Costa	15
srag	Death	Pinhalzinho	15
srag	Death	São José do Cedro	15
srag	Death	Urubici	15
srag	Death	Faxinal dos Guedes	15
srag	Death	Itá	15
srag	Death	Pouso Redondo	15
srag	Death	Balneário Barra do Sul	15
srag	Death	Abelardo Luz	15
srag	Death	Bombinhas	15
srag	Death	Campo Erê	15
srag	Death	Garuva	15
srag	Death	Herval d'Oeste	15
srag	Death	Rio de Janeiro	13
srag	Death	Cabo Frio	3
srag	Death	Petrópolis	13
srag	Death	Resende	13
srag	Death	Angra dos Reis	3
srag	Death	Barra do Piraí	3
srag	Death	Niterói	13
srag	Death	Quissamã	14
srag	Death	Itaboraí	5
srag	Death	Macaé	13
srag	Death	Campos dos Goytacazes	13
srag	Death	Vassouras	6
srag	Death	Teresópolis	13
srag	Death	São Gonçalo	13
srag	Death	Duque de Caxias	13
srag	Death	Volta Redonda	13
srag	Death	Rio das Ostras	13
srag	Death	Itaguaí	5
srag	Death	Rio Bonito	3
srag	Death	Valença	13
srag	Death	Nova Friburgo	13
srag	Death	Nilópolis	13
srag	Death	Barra Mansa	5
srag	Death	Belford Roxo	5
srag	Death	Itaperuna	7
srag	Death	Saquarema	3
srag	Death	Maricá	3
srag	Death	Piraí	10
srag	Death	Araruama	3
srag	Death	Nova Iguaçu	13
srag	Death	Paraíba do Sul	14
srag	Death	Miguel Pereira	5
srag	Death	Magé	6
srag	Death	Mesquita	12
srag	Death	Itaocara	0
srag	Death	São João da Barra	12
srag	Death	Conceição de Macabu	15
srag	Death	Pinheiral	12
srag	Death	Quatis	9
srag	Death	Tanguá	9
srag	Death	Cachoeiras de Macacu	5
srag	Death	Japeri	2
srag	Death	Porto Real	4
srag	Death	Casimiro de Abreu	2
srag	Death	Bom Jesus do Itabapoana	4
srag	Death	Três Rios	9
srag	Death	Porciúncula	4
srag	Death	São Francisco de Itabapoana	9
srag	Death	Guapimirim	9
srag	Death	Iguaba Grande	9
srag	Death	Armação dos Búzios	9
srag	Death	Italva	9
srag	Death	Sumidouro	9
srag	Death	Sapucaia	9
srag	Death	Areal	9
srag	Death	Engenheiro Paulo de Frontin	9
srag	Death	Mangaratiba	9
srag	Death	Paracambi	5
srag	Death	Mendes	9
srag	Death	Paty do Alferes	9
srag	Death	Cambuci	0
srag	Death	Carapebus	9
srag	Death	Aperibé	9
srag	Death	Itatiaia	9
srag	Death	Carmo	0
srag	Death	Santo Antônio de Pádua	0
srag	Death	Comendador Levy Gasparian	0
srag	Death	Cantagalo	0
srag	Death	São Pedro da Aldeia	0
srag	Death	Silva Jardim	0
srag	Death	Seropédica	0
srag	Death	Queimados	0
srag	Death	Curitiba	13
srag	Death	Guaraniaçu	11
srag	Death	Paraíso do Norte	10
srag	Death	Paranavaí	3
srag	Death	Londrina	13
srag	Death	Maringá	13
srag	Death	Campina Grande do Sul	7
srag	Death	Telêmaco Borba	7
srag	Death	Campo Largo	3
srag	Death	Foz do Iguaçu	13
srag	Death	Palmas	3
srag	Death	Itaperuçu	11
srag	Death	Ivaiporã	7
srag	Death	Toledo	7
srag	Death	Santa Izabel do Oeste	11
srag	Death	Francisco Beltrão	3
srag	Death	Arapongas	3
srag	Death	Cianorte	12
srag	Death	Umuarama	3
srag	Death	Pato Branco	3
srag	Death	Apucarana	3
srag	Death	Ponta Grossa	13
srag	Death	Cornélio Procópio	7
srag	Death	Araucária	7
srag	Death	Campo Mourão	13
srag	Death	Cruzeiro do Oeste	11
srag	Death	São Mateus do Sul	11
srag	Death	Guarapuava	13
srag	Death	Santa Helena	11
srag	Death	Chopinzinho	7
srag	Death	Medianeira	7
srag	Death	Tibagi	7
srag	Death	Santo Antônio da Platina	7
srag	Death	São José dos Pinhais	7
srag	Death	Rolândia	7
srag	Death	Jacarezinho	7
srag	Death	Palmeira	10
srag	Death	Paranaguá	3
srag	Death	Jaguariaíva	11
srag	Death	Nova Esperança	10
srag	Death	Ibiporã	7
srag	Death	Assaí	14
srag	Death	Colorado	7
srag	Death	Nova Santa Rosa	7
srag	Death	Quedas do Iguaçu	7
srag	Death	Rio Branco do Sul	7
srag	Death	Terra Boa	7
srag	Death	Cambé	5
srag	Death	Irati	7
srag	Death	Nova Aurora	11
srag	Death	Mangueirinha	7
srag	Death	Santa Mariana	7
srag	Death	Joaquim Távora	7
srag	Death	União da Vitória	7
srag	Death	Dois Vizinhos	7
srag	Death	Piraquara	11
srag	Death	Marechal Cândido Rondon	7
srag	Death	Capitão Leônidas Marques	10
srag	Death	Ampére	7
srag	Death	Jardim Alegre	7
srag	Death	Bandeirantes	3
srag	Death	Palotina	3
srag	Death	Matelândia	3
srag	Death	Pinhais	3
srag	Death	Ubiratã	3
srag	Death	Imbituva	3
srag	Death	Astorga	3
srag	Death	Corbélia	3
srag	Death	Goioerê	3
srag	Death	Assis Chateaubriand	3
srag	Death	Wenceslau Braz	18
srag	Death	Bituruna	18
srag	Death	Céu Azul	18
srag	Death	Três Barras do Paraná	3
srag	Death	Araruna	3
srag	Death	Sengés	3
srag	Death	Santo Antônio do Sudoeste	3
srag	Death	Paiçandu	3
srag	Death	São Miguel do Iguaçu	3
srag	Death	Capanema	3
srag	Death	Loanda	18
srag	Death	Manoel Ribas	18
srag	Death	Itaipulândia	18
srag	Death	Siqueira Campos	18
srag	Death	Ribeirão do Pinhal	18
srag	Death	Castro	18
srag	Death	Engenheiro Beltrão	18
srag	Death	Andirá	18
srag	Death	Fazenda Rio Grande	18
srag	Death	Ribeirão Claro	18
srag	Death	Piên	18
srag	Death	Rebouças	18
srag	Death	Colombo	18
srag	Death	Santa Tereza do Oeste	18
srag	Death	Douradina	18
srag	Death	Planalto	18
srag	Death	Florestópolis	18
srag	Death	Cidade Gaúcha	18
srag	Death	Santa Isabel do Ivaí	18
srag	Death	Piraí do Sul	18
srag	Death	Mamborê	18
srag	Death	Terra Rica	18
srag	Death	Laranjeiras do Sul	18
srag	Death	Jaguapitã	18
srag	Death	Clevelândia	18
srag	Death	São Jorge d'Oeste	18
srag	Death	Lapa	18
srag	Death	Coronel Vivida	18
srag	Death	Santa Terezinha de Itaipu	18
srag	Death	Candói	18
srag	Death	Curiúva	18
srag	Death	Salto do Lontra	18
srag	Death	Altônia	18
srag	Death	Porecatu	18
srag	Death	Carambeí	18
srag	Death	Ibaiti	18
srag	Death	Quitandinha	18
srag	Death	Missal	18
srag	Death	Uraí	18
srag	Death	Terra Roxa	18
srag	Death	Prudentópolis	18
srag	Death	Pitanga	18
srag	Death	Arapoti	18
srag	Death	Jandaia do Sul	18
srag	Death	Realeza	18
srag	Death	Paracatu	18
srag	Death	Belo Horizonte	13
srag	Death	Uberlândia	13
srag	Death	Extrema	5
srag	Death	Juiz de Fora	13
srag	Death	Uberaba	13
srag	Death	Leopoldina	3
srag	Death	Betim	13
srag	Death	Araguari	7
srag	Death	Patrocínio	7
srag	Death	Cataguases	10
srag	Death	Caratinga	7
srag	Death	Coronel Fabriciano	7
srag	Death	Muriaé	3
srag	Death	Ponte Nova	7
srag	Death	Manhuaçu	7
srag	Death	Sete Lagoas	3
srag	Death	Divinópolis	13
srag	Death	Ubá	7
srag	Death	Ipatinga	3
srag	Death	Teófilo Otoni	7
srag	Death	Barão de Cocais	4
srag	Death	Pouso Alegre	13
srag	Death	Montes Claros	13
srag	Death	Governador Valadares	13
srag	Death	Canápolis	4
srag	Death	Lagoa da Prata	7
srag	Death	Barbacena	3
srag	Death	Poços de Caldas	7
srag	Death	Ribeirão das Neves	7
srag	Death	Contagem	13
srag	Death	Frutal	10
srag	Death	Nova Lima	7
srag	Death	João Monlevade	7
srag	Death	Formiga	7
srag	Death	Eugenópolis	11
srag	Death	Curvelo	13
srag	Death	Ibirité	7
srag	Death	São Lourenço	7
srag	Death	Itanhandu	11
srag	Death	Visconde do Rio Branco	7
srag	Death	Jaboticatubas	15
srag	Death	Unaí	7
srag	Death	Araxá	5
srag	Death	São Joaquim de Bicas	14
srag	Death	Ituiutaba	7
srag	Death	Pirapora	7
srag	Death	Patos de Minas	5
srag	Death	Mateus Leme	14
srag	Death	João Pinheiro	7
srag	Death	Itabira	7
srag	Death	Três Pontas	7
srag	Death	Bom Sucesso	4
srag	Death	Além Paraíba	5
srag	Death	Itajubá	13
srag	Death	Carangola	5
srag	Death	Mariana	5
srag	Death	Três Corações	3
srag	Death	Pedra Azul	11
srag	Death	Lagoa Santa	11
srag	Death	Santa Luzia	10
srag	Death	Itaobim	10
srag	Death	Ervália	10
srag	Death	Guaranésia	10
srag	Death	Guaxupé	3
srag	Death	Ouro Fino	9
srag	Death	Itamogi	15
srag	Death	Passos	5
srag	Death	Conceição das Alagoas	15
srag	Death	Ouro Branco	15
srag	Death	São Sebastião do Paraíso	7
srag	Death	Oliveira	15
srag	Death	Brumadinho	15
srag	Death	Malacacheta	4
srag	Death	Campestre	4
srag	Death	Araporã	15
srag	Death	Alfenas	7
srag	Death	Andradas	11
srag	Death	Timóteo	7
srag	Death	Araçuaí	4
srag	Death	Piumhi	15
srag	Death	Varginha	5
srag	Death	Almenara	11
srag	Death	Janaúba	7
srag	Death	Monte Carmelo	11
srag	Death	Santa Juliana	4
srag	Death	Conselheiro Pena	4
srag	Death	Pará de Minas	7
srag	Death	Sabará	11
srag	Death	Santa Bárbara	11
srag	Death	Santa Rita do Sapucaí	14
srag	Death	Conselheiro Lafaiete	7
srag	Death	Lavras	1
srag	Death	Januária	11
srag	Death	Itabirito	4
srag	Death	Itambacuri	4
srag	Death	Nanuque	14
srag	Death	Viçosa	10
srag	Death	Aimorés	14
srag	Death	Prata	14
srag	Death	Capinópolis	14
srag	Death	Sarzedo	14
srag	Death	São João del Rei	13
srag	Death	Boa Esperança	4
srag	Death	Congonhas	4
srag	Death	Monte Alegre de Minas	4
srag	Death	Itaguara	4
srag	Death	Capelinha	14
srag	Death	Santo Antônio do Monte	9
srag	Death	Monte Santo de Minas	9
srag	Death	Novo Cruzeiro	1
srag	Death	Cruzília	1
srag	Death	Vespasiano	5
srag	Death	São Gotardo	1
srag	Death	Nova Ponte	1
srag	Death	Francisco Sá	1
srag	Death	Poço Fundo	1
srag	Death	Divino	1
srag	Death	São José da Lapa	1
srag	Death	Esmeraldas	1
srag	Death	Espinosa	1
srag	Death	Cambuquira	1
srag	Death	Minas Novas	1
srag	Death	Candeias	5
srag	Death	Campina Verde	4
srag	Death	Mutum	4
srag	Death	Nova Serrana	15
srag	Death	Nepomuceno	15
srag	Death	Baependi	15
srag	Death	Pedro Leopoldo	15
srag	Death	Paraguaçu	15
srag	Death	Lambari	15
srag	Death	Várzea da Palma	15
srag	Death	Guanhães	1
srag	Death	Pirapetinga	1
srag	Death	Padre Paraíso	1
srag	Death	Rio Acima	1
srag	Death	Lima Duarte	1
srag	Death	Santos Dumont	1
srag	Death	Sacramento	1
srag	Death	Igarapé	1
srag	Death	Turmalina	1
srag	Death	Prados	1
srag	Death	Carmópolis de Minas	1
srag	Death	Juruaia	1
srag	Death	Jaíba	1
srag	Death	Abaeté	1
srag	Death	Campo Belo	1
srag	Death	Tupaciguara	1
srag	Death	Inhapim	1
srag	Death	Pedralva	1
srag	Death	Três Marias	1
srag	Death	Paraisópolis	1
srag	Death	Entre Rios de Minas	1
srag	Death	Camanducaia	1
srag	Death	Cambuí	1
srag	Death	Medina	1
srag	Death	Cássia	1
srag	Death	Águas Formosas	1
srag	Death	Caeté	1
srag	Death	Belo Oriente	1
srag	Death	Cristais	1
srag	Death	Machado	1
srag	Death	Arcos	1
srag	Death	Resplendor	1
srag	Death	Itaúna	1
srag	Death	Fronteira	1
srag	Death	Brasília de Minas	1
srag	Death	Caetanópolis	1
srag	Death	Diamantina	1
srag	Death	Alpinópolis	2
srag	Death	Juatuba	2
srag	Death	Ouro Preto	2
srag	Death	Jacutinga	2
srag	Death	Guapé	2
srag	Death	Cláudio	2
srag	Death	Corinto	2
srag	Death	Jequitinhonha	2
srag	Death	Carmo do Rio Claro	2
srag	Death	Campos Altos	2
srag	Death	Campanha	2
srag	Death	Alvinópolis	2
srag	Death	Caxambu	2
srag	Death	São Gonçalo do Rio Abaixo	2
srag	Death	Serra do Salitre	2
srag	Death	Rio Pomba	2
srag	Death	São João Nepomuceno	2
srag	Death	Botelhos	2
srag	Death	Perdizes	2
srag	Death	Conceição do Mato Dentro	2
srag	Death	Matias Barbosa	2
srag	Death	Perdões	2
srag	Death	Nova Era	2
srag	Death	Matozinhos	2
srag	Death	Borda da Mata	2
srag	Death	Muzambinho	2
srag	Death	Coromandel	2
srag	Death	Bocaiúva	2
srag	Death	Bicas	2
srag	Death	Bom Despacho	2
srag	Death	Ibiraci	2
srag	Death	Areado	2
srag	Death	Passa Quatro	2
srag	Death	Carlos Chagas	2
srag	Death	Barroso	2
srag	Death	Estiva	2
srag	Death	Manhumirim	2
srag	Death	Serro	2
srag	Death	Martinho Campos	2
srag	Death	Elói Mendes	2
srag	Death	Resende Costa	2
srag	Death	São Roque de Minas	2
srag	Death	Iturama	2
srag	Death	Nova Resende	2
srag	Death	Antônio Carlos	2
srag	Death	Maria da Fé	2
srag	Death	Itaú de Minas	2
srag	Death	Monte Azul	2
srag	Death	Rio Piracicaba	2
srag	Death	Congonhal	2
srag	Death	Mantena	2
srag	Death	Ipanema	2
srag	Death	Capitólio	2
srag	Death	Rio Paranaíba	2
srag	Death	Monte Sião	2
srag	Death	Carmo do Paranaíba	2
srag	Death	São João Evangelista	2
srag	Death	Itamonte	2
srag	Death	Mar de Espanha	2
srag	Death	São Domingos do Prata	2
srag	Death	Porteirinha	2
srag	Death	São Gonçalo do Sapucaí	2
srag	Death	Lagoa Formosa	2
srag	Death	Santa Maria de Itabira	2
srag	Death	Pompéu	2
srag	Death	Coração de Jesus	2
srag	Death	Dores do Indaiá	2
srag	Death	Alterosa	2
srag	Death	Vazante	2
srag	Death	Salinas	2
srag	Death	Raul Soares	2
srag	Death	Teixeiras	2
srag	Death	Caldas	2
srag	Death	Carmo de Minas	2
srag	Death	Felixlândia	2
srag	Death	Marabá	13
srag	Death	Altamira	13
srag	Death	Parauapebas	13
srag	Death	Belém	13
srag	Death	São Miguel do Guamá	6
srag	Death	Castanhal	5
srag	Death	Santarém	13
srag	Death	Ananindeua	14
srag	Death	Santo Antônio do Tauá	14
srag	Death	Pacajá	14
srag	Death	Tucuruí	17
srag	Death	Canaã dos Carajás	17
srag	Death	Tomé-Açu	14
srag	Death	Xinguara	14
srag	Death	Igarapé-Miri	14
srag	Death	Bragança	17
srag	Death	Salinópolis	17
srag	Death	Novo Repartimento	17
srag	Death	Paragominas	17
srag	Death	Ourilândia do Norte	17
srag	Death	Igarapé-Açu	17
srag	Death	Santa Maria do Pará	17
srag	Death	Juruti	17
srag	Death	Oriximiná	17
srag	Death	Breves	17
srag	Death	Mãe do Rio	17
srag	Death	Monte Alegre	17
srag	Death	Óbidos	17
srag	Death	Moju	17
srag	Death	Conceição do Araguaia	17
srag	Death	Novo Progresso	17
srag	Death	Cametá	17
srag	Death	Dom Eliseu	17
srag	Death	Barcarena	17
srag	Death	Goianésia do Pará	4
srag	Death	Jacundá	17
srag	Death	Tailândia	17
srag	Death	Rurópolis	17
srag	Death	Vigia	17
srag	Death	Alenquer	17
srag	Death	Marituba	17
srag	Death	Tucumã	17
srag	Death	Rondon do Pará	17
srag	Death	Anapu	17
srag	Death	Ulianópolis	17
srag	Death	São Geraldo do Araguaia	17
srag	Death	Brasil Novo	17
srag	Death	Curionópolis	17
srag	Death	Breu Branco	17
srag	Death	Itaituba	17
srag	Death	Benevides	17
srag	Death	Capitão Poço	17
srag	Death	Abaetetuba	17
srag	Death	Almeirim	17
srag	Death	Portel	17
srag	Death	Mocajuba	17
srag	Death	Itupiranga	17
srag	Death	Uruará	17
srag	Death	São Félix do Xingu	17
srag	Death	Concórdia do Pará	17
srag	Death	Terra Santa	17
srag	Death	Acará	17
srag	Death	São Domingos do Araguaia	17
srag	Death	Rio Maria	17
srag	Death	Santana do Araguaia	17
srag	Death	Salvador	13
srag	Death	Vitória da Conquista	3
srag	Death	Jequié	3
srag	Death	Ilhéus	3
srag	Death	Itabuna	5
srag	Death	Feira de Santana	7
srag	Death	Barreiras	7
srag	Death	Camaçari	7
srag	Death	Simões Filho	10
srag	Death	Teixeira de Freitas	7
srag	Death	Irecê	11
srag	Death	Juazeiro	3
srag	Death	Lauro de Freitas	13
srag	Death	Porto Seguro	7
srag	Death	Paulo Afonso	11
srag	Death	Alagoinhas	11
srag	Death	São Felipe	4
srag	Death	Mucuri	4
srag	Death	Maracás	11
srag	Death	Eunápolis	7
srag	Death	Carinhanha	4
srag	Death	Serrinha	11
srag	Death	Riachão do Jacuípe	4
srag	Death	Nazaré	4
srag	Death	São Desidério	11
srag	Death	Santo Antônio de Jesus	7
srag	Death	Sento Sé	4
srag	Death	Seabra	10
srag	Death	Santa Rita de Cássia	4
srag	Death	Conceição da Feira	14
srag	Death	Senhor do Bonfim	14
srag	Death	Castro Alves	4
srag	Death	Canavieiras	14
srag	Death	São Francisco do Conde	10
srag	Death	Mata de São João	14
srag	Death	Itaberaba	7
srag	Death	Riacho de Santana	6
srag	Death	Remanso	8
srag	Death	Poções	8
srag	Death	Camacan	8
srag	Death	Ibicaraí	8
srag	Death	Itaparica	8
srag	Death	Morro do Chapéu	8
srag	Death	Amélia Rodrigues	8
srag	Death	Campo Formoso	8
srag	Death	Valente	8
srag	Death	Pojuca	8
srag	Death	Santo Estêvão	8
srag	Death	Itamaraju	8
srag	Death	João Dourado	8
srag	Death	Itacaré	8
srag	Death	Gandu	8
srag	Death	Dias d'Ávila	8
srag	Death	Iaçu	8
srag	Death	Guanambi	8
srag	Death	Casa Nova	8
srag	Death	Prado	8
srag	Death	Presidente Tancredo Neves	8
srag	Death	Ipiaú	8
srag	Death	Itajuípe	8
srag	Death	Maragogipe	8
srag	Death	Rio Real	8
srag	Death	Medeiros Neto	8
srag	Death	Belo Campo	8
srag	Death	Ituberá	8
srag	Death	Condeúba	8
srag	Death	São Sebastião do Passé	8
srag	Death	Ubatã	8
srag	Death	Uauá	8
srag	Death	Barra da Estiva	8
srag	Death	Inhambupe	8
srag	Death	Caetité	8
srag	Death	Itatim	8
srag	Death	Uruçuca	8
srag	Death	São Félix do Coribe	8
srag	Death	Conceição do Jacuípe	8
srag	Death	Santa Maria da Vitória	8
srag	Death	Itanhém	8
srag	Death	Amargosa	8
srag	Death	Miguel Calmon	8
srag	Death	Cachoeira	8
srag	Death	Correntina	8
srag	Death	Entre Rios	8
srag	Death	Itapetinga	8
srag	Death	Mutuípe	8
srag	Death	Alcobaça	8
srag	Death	Irará	8
srag	Death	Jacobina	2
srag	Death	Cruz das Almas	8
srag	Death	Madre de Deus	16
srag	Death	Itabela	16
srag	Death	Caravelas	16
srag	Death	Conceição do Coité	16
srag	Death	Una	16
srag	Death	Ruy Barbosa	16
srag	Death	Laje	16
srag	Death	Cândido Sales	16
srag	Death	Nova Viçosa	16
srag	Death	Capim Grosso	16
srag	Death	Iguaí	16
srag	Death	Lapão	16
srag	Death	Muritiba	16
srag	Death	Coração de Maria	16
srag	Death	Ibotirama	16
srag	Death	Ribeira do Pombal	16
srag	Death	Coaraci	16
srag	Death	Araci	16
srag	Death	Livramento de Nossa Senhora	16
srag	Death	Xique-Xique	16
srag	Death	Barra do Choça	16
srag	Death	Curaçá	16
srag	Death	Itiúba	16
srag	Death	Bom Jesus da Lapa	16
srag	Death	Euclides da Cunha	16
srag	Death	Belmonte	16
srag	Death	Catu	16
srag	Death	Jaguaquara	16
srag	Death	Santo Amaro	16
srag	Death	Santa Cruz Cabrália	16
srag	Death	Cansanção	16
srag	Death	Itarantim	16
srag	Death	Santa Rita	13
srag	Death	João Pessoa	13
srag	Death	Campina Grande	3
srag	Death	Catolé do Rocha	4
srag	Death	Pombal	7
srag	Death	Patos	3
srag	Death	São Bento	11
srag	Death	Serra Branca	11
srag	Death	Monteiro	10
srag	Death	Cajazeiras	3
srag	Death	Alagoa Grande	11
srag	Death	Princesa Isabel	11
srag	Death	Sousa	11
srag	Death	Guarabira	10
srag	Death	Sapé	4
srag	Death	Cabedelo	11
srag	Death	Picuí	4
srag	Death	Bayeux	11
srag	Death	Pedras de Fogo	4
srag	Death	Sumé	4
srag	Death	Itabaiana	7
srag	Death	Mari	4
srag	Death	Mamanguape	10
srag	Death	Rio Tinto	14
srag	Death	Queimadas	14
srag	Death	Solânea	14
srag	Death	Alhandra	14
srag	Death	Ingá	14
srag	Death	Cuité	14
srag	Death	Alagoa Nova	14
srag	Death	Vitória	13
srag	Death	Cariacica	6
srag	Death	Serra	13
srag	Death	Vila Velha	5
srag	Death	Guarapari	14
srag	Death	Baixo Guandu	4
srag	Death	Aracruz	14
srag	Death	Cachoeiro de Itapemirim	10
srag	Death	Barra de São Francisco	4
srag	Death	Alegre	4
srag	Death	Castelo	11
srag	Death	Linhares	3
srag	Death	Marechal Floriano	4
srag	Death	Nova Venécia	4
srag	Death	São Gabriel da Palha	4
srag	Death	Colatina	10
srag	Death	Rio Bananal	4
srag	Death	Sooretama	4
srag	Death	Santa Teresa	6
srag	Death	São Mateus	9
srag	Death	Alfredo Chaves	6
srag	Death	Jaguaré	6
srag	Death	Afonso Cláudio	6
srag	Death	Ibatiba	6
srag	Death	Guaçuí	6
srag	Death	Anchieta	6
srag	Death	Domingos Martins	6
srag	Death	Vargem Alta	6
srag	Death	Itapemirim	6
srag	Death	Iúna	6
srag	Death	Marataízes	6
srag	Death	Piúma	6
srag	Death	Presidente Kennedy	6
srag	Death	Ecoporanga	6
srag	Death	Montanha	6
srag	Death	Fundão	6
srag	Death	Pinheiros	6
srag	Death	Iconha	6
srag	Death	São Roque do Canaã	6
srag	Death	Santa Leopoldina	6
srag	Death	Vila Valério	6
srag	Death	Pedro Canário	6
srag	Death	Venda Nova do Imigrante	6
srag	Death	Santa Maria de Jetibá	6
srag	Death	Bom Jesus do Norte	6
srag	Death	Pancas	6
srag	Death	Marilândia	6
srag	Death	Natal	13
srag	Death	Mossoró	13
srag	Death	Parnamirim	7
srag	Death	Caicó	10
srag	Death	Guamaré	11
srag	Death	Pau dos Ferros	7
srag	Death	São Paulo do Potengi	10
srag	Death	Extremoz	10
srag	Death	Santo Antônio	10
srag	Death	Macaíba	10
srag	Death	Touros	4
srag	Death	Apodi	11
srag	Death	Currais Novos	11
srag	Death	Nova Cruz	14
srag	Death	Areia Branca	14
srag	Death	Ceará-Mirim	14
srag	Death	Jucurutu	4
srag	Death	Santa Cruz	11
srag	Death	São Miguel	4
srag	Death	São José de Mipibu	11
srag	Death	Canguaretama	14
srag	Death	Alto do Rodrigues	14
srag	Death	João Câmara	10
srag	Death	Macau	10
srag	Death	Caraúbas	10
srag	Death	Jardim de Piranhas	10
srag	Death	Goianinha	10
srag	Death	Teresina	13
srag	Death	Parnaíba	6
srag	Death	Campo Maior	7
srag	Death	Piripiri	14
srag	Death	Floriano	6
srag	Death	Picos	11
srag	Death	São Raimundo Nonato	4
srag	Death	Bom Jesus	4
srag	Death	Oeiras	4
srag	Death	Goiânia	13
srag	Death	Goianésia	10
srag	Death	Mineiros	7
srag	Death	Aparecida de Goiânia	13
srag	Death	Montividiu	4
srag	Death	Quirinópolis	14
srag	Death	Anápolis	13
srag	Death	Caldas Novas	7
srag	Death	Itumbiara	7
srag	Death	Nerópolis	7
srag	Death	Ceres	14
srag	Death	Águas Lindas de Goiás	14
srag	Death	São Luís de Montes Belos	7
srag	Death	Bom Jesus de Goiás	11
srag	Death	Rio Verde	3
srag	Death	Catalão	3
srag	Death	Valparaíso de Goiás	9
srag	Death	Santo Antônio de Goiás	4
srag	Death	Jaraguá	4
srag	Death	Jataí	7
srag	Death	Porangatu	11
srag	Death	Inhumas	11
srag	Death	Formosa	7
srag	Death	Pirenópolis	11
srag	Death	Planaltina	14
srag	Death	Luziânia	7
srag	Death	Aragarças	11
srag	Death	Senador Canedo	11
srag	Death	Hidrolândia	11
srag	Death	Santa Helena de Goiás	11
srag	Death	Edéia	11
srag	Death	Pires do Rio	11
srag	Death	Cristalina	10
srag	Death	Itapuranga	11
srag	Death	Novo Gama	10
srag	Death	Acreúna	11
srag	Death	Iporá	11
srag	Death	Goiás	11
srag	Death	Itaberaí	11
srag	Death	Niquelândia	11
srag	Death	Indiara	11
srag	Death	Uruaçu	10
srag	Death	Goianira	11
srag	Death	Cocalzinho de Goiás	11
srag	Death	Alexânia	10
srag	Death	Goiatuba	10
srag	Death	Buriti Alegre	11
srag	Death	Campos Belos	10
srag	Death	Bela Vista de Goiás	10
srag	Death	Silvânia	10
srag	Death	Palmeiras de Goiás	10
srag	Death	Goianápolis	10
srag	Death	Piracanjuba	10
srag	Death	Piranhas	10
srag	Death	Caçu	10
srag	Death	Rialma	10
srag	Death	Guapó	10
srag	Death	Cachoeira Alta	10
srag	Death	Anicuns	10
srag	Death	Itapaci	10
srag	Death	Corumbaíba	10
srag	Death	Sanclerlândia	10
srag	Death	Santo Antônio do Descoberto	10
srag	Death	Campinorte	10
srag	Death	Rubiataba	10
srag	Death	Ipameri	10
srag	Death	Caiapônia	10
srag	Death	Posse	10
srag	Death	Orizona	10
srag	Death	Vianópolis	10
srag	Death	Jussara	10
srag	Death	Cidade Ocidental	10
srag	Death	Maceió	13
srag	Death	Coruripe	14
srag	Death	Arapiraca	14
srag	Death	São Miguel dos Campos	14
srag	Death	Santana do Ipanema	14
srag	Death	Palmeira dos Índios	10
srag	Death	Rio Largo	10
srag	Death	Chã Preta	11
srag	Death	Pilar	14
srag	Death	Girau do Ponciano	10
srag	Death	Teotônio Vilela	10
srag	Death	Delmiro Gouveia	10
srag	Death	Porto Calvo	10
srag	Death	União dos Palmares	10
srag	Death	Marechal Deodoro	10
srag	Death	São José da Laje	10
srag	Death	Murici	10
srag	Death	Maragogi	10
srag	Death	Junqueiro	14
srag	Death	Penedo	14
srag	Death	Pão de Açúcar	14
srag	Death	Cuiabá	13
srag	Death	Lucas do Rio Verde	6
srag	Death	Sorriso	7
srag	Death	Campo Novo do Parecis	14
srag	Death	Tangará da Serra	6
srag	Death	Jaciara	6
srag	Death	Nova Mutum	9
srag	Death	Primavera do Leste	3
srag	Death	Cáceres	3
srag	Death	Campo Verde	6
srag	Death	Várzea Grande	14
srag	Death	Rondonópolis	3
srag	Death	Vila Rica	4
srag	Death	Água Boa	14
srag	Death	Alto Araguaia	14
srag	Death	Colíder	10
srag	Death	Canarana	17
srag	Death	Campos de Júlio	17
srag	Death	Juara	17
srag	Death	Sinop	9
srag	Death	Barra do Garças	3
srag	Death	Barra do Bugres	4
srag	Death	Juína	4
srag	Death	Querência	14
srag	Death	Nobres	14
srag	Death	Aripuanã	9
srag	Death	Diamantino	9
srag	Death	Colniza	9
srag	Death	Nova Xavantina	17
srag	Death	Brasnorte	17
srag	Death	Araputanga	17
srag	Death	Alta Floresta	17
srag	Death	Pontes e Lacerda	17
srag	Death	São José dos Quatro Marcos	17
srag	Death	São José do Rio Claro	17
srag	Death	Confresa	17
srag	Death	Peixoto de Azevedo	17
srag	Death	Mirassol d'Oeste	17
srag	Death	Tapurah	17
srag	Death	Augustinópolis	17
srag	Death	Araguaína	3
srag	Death	Gurupi	3
srag	Death	Paraíso do Tocantins	14
srag	Death	Guaraí	3
srag	Death	Dianópolis	10
srag	Death	Miracema do Tocantins	3
srag	Death	Porto Nacional	3
srag	Death	Tocantinópolis	14
srag	Death	Araguatins	14
srag	Death	Colinas do Tocantins	10
srag	Death	Formoso do Araguaia	14
srag	Death	Pedro Afonso	14
srag	Death	Porto Velho	13
