city	total_waves	wave_order	peak	indexes	dates	case_numbers
Bauru	5	4	90	34,36,36,37,39,39,40,41,43,43,45,45,47,47,48,50,52,53,54	2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2020-w51,2020-w52,2020-w53,2021-w02,2021-w02,2021-w04,2021-w04,2021-w06,2021-w06,2021-w07,2021-w09,2021-w11,2021-w12,2021-w13	28,24,24,33,29,29,36,41,60,60,55,55,55,55,61,85,113,118,105
Bauru	5	5	166	56,58,58,59,60,62,62,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80	2021-w15,2021-w17,2021-w17,2021-w18,2021-w19,2021-w21,2021-w21,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w40	99,84,84,99,107,124,124,148,146,160,99,63,52,42,36,30,17,12,6,3,1,8,2,4
Ribeirão Preto	4	1	178	0,1,4,6,6,7,8,9,10,11,12,13,15,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	2020-w12,2020-w13,2020-w16,2020-w18,2020-w18,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w25,2020-w27,2020-w27,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44	3,19,7,7,7,14,27,41,56,96,112,127,154,154,178,166,115,136,128,153,143,137,128,95,106,95,85,65,54,34
Ribeirão Preto	4	2	53	34,35,36,37,38,40,42,43	2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w52,2021-w01,2021-w02	31,31,31,37,46,48,123,137
Ribeirão Preto	4	3	291	45,48,49,50,52,52,54,54,56,57,58,59,60,61,62,63,64,65,66	2021-w04,2021-w07,2021-w08,2021-w09,2021-w11,2021-w11,2021-w13,2021-w13,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25	119,105,119,191,253,253,246,246,250,242,233,190,257,237,318,238,285,201,195
Ribeirão Preto	4	4	120	68,71,73,74,75,76,77,78,79	2021-w27,2021-w30,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38	154,102,86,63,42,37,44,28,37
Campinas	4	1	312	0,1,3,3,4,5,6,7,8,9,10,11,12,14,14,16,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	2020-w12,2020-w13,2020-w15,2020-w15,2020-w16,2020-w17,2020-w18,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w26,2020-w26,2020-w28,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44	4,21,23,23,36,42,51,53,81,138,139,225,271,314,314,295,295,270,204,186,172,150,123,99,88,121,97,75,60,43,35,51
Campinas	4	2	161	34,36,36,37,39,40,42,43	2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2020-w52,2021-w01,2021-w02	65,95,95,124,143,142,194,223
Campinas	4	3	632	45,46,47,48,49,50,51,52,54,55,56,57,58	2021-w04,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	211,217,226,252,313,351,535,594,461,373,313,259,284
Campinas	4	4	425	60,61,63,63,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85	2021-w19,2021-w20,2021-w22,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39,2021-w40,2021-w41,2021-w42,2021-w43,2021-w44	294,324,356,356,422,382,306,338,273,224,174,187,168,133,94,87,106,89,79,52,42,29,32,20,28
Mairiporã	5	1	13	1,1,2,3,5,6,7,8,9,10	2020-w15,2020-w15,2020-w16,2020-w17,2020-w19,2020-w20,2020-w21,2020-w23,2020-w24,2020-w25	1,1,2,2,9,4,5,2,1,2
Mairiporã	5	2	8	12,13,14,16,16,18,18,19,21,21,23,24,25	2020-w27,2020-w28,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w34,2020-w36,2020-w36,2020-w38,2020-w39,2020-w40	4,4,9,7,7,7,7,8,6,6,6,2,11
Mairiporã	5	3	14	27,29,29,30,32,33,34	2020-w42,2020-w44,2020-w44,2020-w45,2020-w47,2020-w48,2020-w49	7,3,3,4,12,9,8
Mairiporã	5	4	14	36,38,38,40,41,42,43	2020-w51,2020-w53,2020-w53,2021-w02,2021-w03,2021-w04,2021-w05	6,2,2,13,12,8,5
Mairiporã	5	5	10	45,46,47,49,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69	2021-w07,2021-w08,2021-w09,2021-w11,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31	4,6,10,6,14,16,8,13,6,11,10,6,19,12,17,8,12,3,6,1,5
Santana de Parnaíba	5	1	38	0,2,2,3,4,6,6,7,9,9,11,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	2020-w12,2020-w14,2020-w14,2020-w15,2020-w16,2020-w18,2020-w18,2020-w19,2020-w21,2020-w21,2020-w23,2020-w23,2020-w25,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40	2,3,3,4,10,13,13,21,25,25,16,16,32,15,26,20,17,21,20,17,14,11,9,8,2,6,2,6
Santana de Parnaíba	5	2	11	30,31,33,33,35,35,36,37,39,40,41,42,43	2020-w42,2020-w43,2020-w45,2020-w45,2020-w47,2020-w47,2020-w48,2020-w49,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02	1,3,5,5,5,5,8,10,10,6,7,6,13
Santana de Parnaíba	5	3	28	45,47,47,49,49,51,51,53,54,58,59	2021-w04,2021-w06,2021-w06,2021-w08,2021-w08,2021-w10,2021-w10,2021-w12,2021-w13,2021-w17,2021-w18	6,6,6,11,11,16,16,27,16,22,24
Santana de Parnaíba	5	4	12	61,67,67,69,70,71,72,73,74	2021-w20,2021-w26,2021-w26,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33	19,12,12,7,4,4,3,1,5
Santana de Parnaíba	5	5	3	76,77,79,79,80,82,83,84,85,86,87,88	2021-w35,2021-w36,2021-w38,2021-w38,2021-w39,2021-w41,2021-w42,2021-w43,2021-w44,2021-w45,2021-w46,2021-w47	2,2,1,1,2,2,1,4,1,2,1,3
Marília	5	1	28	0,1,3,3,5,5,6,7,8,10,10,12,12,14,14,15,16,17,19,19,20,22,25,26	2020-w13,2020-w14,2020-w17,2020-w17,2020-w20,2020-w20,2020-w21,2020-w22,2020-w23,2020-w25,2020-w25,2020-w27,2020-w27,2020-w29,2020-w29,2020-w30,2020-w31,2020-w32,2020-w34,2020-w34,2020-w35,2020-w37,2020-w40,2020-w41	1,1,1,1,2,2,2,4,10,13,13,11,11,19,19,27,27,27,19,19,26,24,25,30
Marília	5	2	47	28,32,32,33,35,38,39,40,41,42,43,44,45,46	2020-w43,2020-w47,2020-w47,2020-w48,2020-w50,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08	22,14,14,33,46,51,80,79,74,61,55,57,44,63
Marília	5	3	140	48,50,50,52,53,54,55,56	2021-w10,2021-w12,2021-w12,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	96,103,103,137,120,114,105,132
Marília	5	4	117	58,60,60,61,63,64,65,66,67,68,69,70,71,72,73,74	2021-w20,2021-w22,2021-w22,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36	127,111,111,114,116,69,52,68,50,47,32,42,22,22,9,14
Marília	5	5	17	76,78,78,79,81,82,84,85,86,87,88	2021-w38,2021-w40,2021-w40,2021-w41,2021-w43,2021-w44,2021-w46,2021-w47,2021-w48,2021-w49,2021-w50	22,9,9,13,12,10,5,6,5,2,7
Ribeirão Pires	4	1	12	0,3,4,5,6,8,8,9,11,11,13,13,15,15,17,18,19,20,21,22,23,24	2020-w13,2020-w16,2020-w17,2020-w18,2020-w19,2020-w21,2020-w21,2020-w22,2020-w24,2020-w24,2020-w26,2020-w26,2020-w28,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37	5,2,3,6,9,10,10,16,7,7,9,9,6,6,9,7,4,12,8,7,3,8
Ribeirão Pires	4	2	11	26,28,28,29,30,31,33,37,38,39,40,41	2020-w39,2020-w41,2020-w41,2020-w42,2020-w43,2020-w44,2020-w46,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01	7,2,2,4,4,4,8,11,13,11,2,17
Ribeirão Pires	4	3	10	43,45,45,46,47,49,51,52,53,54	2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w09,2021-w11,2021-w12,2021-w13,2021-w14	13,3,3,5,7,7,10,20,17,22
Ribeirão Pires	4	4	17	56,57,58,59,61,61,63,64,65,66,67,68,69,70,71,72,73,74	2021-w16,2021-w17,2021-w18,2021-w19,2021-w21,2021-w21,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w34,2021-w35	11,11,11,11,11,11,16,11,12,5,10,5,4,2,4,2,1,2
Sorocaba	6	1	107	0,1,4,6,6,7,9,9,10,12,12,13,15,15,16,18,19,20,21	2020-w12,2020-w13,2020-w16,2020-w18,2020-w18,2020-w19,2020-w21,2020-w21,2020-w22,2020-w24,2020-w24,2020-w25,2020-w27,2020-w27,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33	1,18,15,19,19,38,54,54,54,79,79,90,79,79,106,91,81,84,69
Sorocaba	6	2	58	23,25,25,26,28,29,30,31	2020-w35,2020-w37,2020-w37,2020-w38,2020-w40,2020-w41,2020-w42,2020-w43	65,42,42,58,51,50,45,50
Sorocaba	6	3	102	33,34,35,36,37,38,40,42,43,44,45,46	2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w52,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05	51,55,68,83,87,101,90,123,133,115,141,95
Sorocaba	6	4	362	48,49,50,51,52,54,55,56	2021-w07,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15	102,136,175,281,296,344,268,210
Sorocaba	6	5	344	58,60,60,61,62,64,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82	2021-w17,2021-w19,2021-w19,2021-w20,2021-w21,2021-w23,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39,2021-w40,2021-w41	214,218,218,288,311,342,342,284,238,184,121,83,72,63,41,28,31,21,26,24,14,11,10,13
Sorocaba	6	6	12	84,86,86,87,89,90,91	2021-w43,2021-w45,2021-w45,2021-w46,2021-w48,2021-w49,2021-w50	8,7,7,9,7,1,6
Cotia	4	1	49	0,2,2,3,4,6,6,8,8,10,12,13	2020-w12,2020-w14,2020-w14,2020-w15,2020-w16,2020-w18,2020-w18,2020-w20,2020-w20,2020-w22,2020-w24,2020-w25	3,9,9,17,26,34,34,43,43,28,29,30
Cotia	4	2	12	15,20,22,24,25,26,27,28,29	2020-w27,2020-w32,2020-w34,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41	36,10,8,10,11,5,2,7,2
Cotia	4	3	16	31,33,33,34,36,36,37,39,43,44,45,46	2020-w43,2020-w45,2020-w45,2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2021-w02,2021-w03,2021-w04,2021-w05	6,3,3,4,7,7,11,15,25,26,9,18
Cotia	4	4	62	48,49,51,51,53,53,54,56,57,58,59,60,61,62,63,64,65,66,67,68,69	2021-w07,2021-w08,2021-w10,2021-w10,2021-w12,2021-w12,2021-w13,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	15,28,45,45,43,43,53,30,20,30,24,15,34,27,20,33,20,12,10,9,11
Francisco Morato	3	1	14	0,2,2,3,4,5,7,7,9,10,11,12,13	2020-w12,2020-w14,2020-w14,2020-w15,2020-w16,2020-w17,2020-w19,2020-w19,2020-w21,2020-w22,2020-w23,2020-w24,2020-w25	2,2,2,6,13,20,9,9,12,9,7,9,7
Francisco Morato	3	2	5	15,18,20,20,22,22,24,24,25,27,27,28,29,30,32,32,34,35,36,37,38,39,40,41,42	2020-w27,2020-w30,2020-w32,2020-w32,2020-w34,2020-w34,2020-w36,2020-w36,2020-w37,2020-w40,2020-w40,2020-w44,2020-w46,2020-w47,2020-w49,2020-w49,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06	9,4,4,4,3,3,1,1,2,1,1,1,1,2,3,3,4,2,4,3,8,2,7,6,5
Francisco Morato	3	3	38	44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64	2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	6,8,20,35,18,16,10,3,12,7,12,8,6,16,3,9,3,5,4,4
Limeira	5	1	14	0,1,2,3,4,5,6,8,10,11	2020-w12,2020-w13,2020-w14,2020-w15,2020-w18,2020-w19,2020-w20,2020-w22,2020-w24,2020-w25	1,1,1,3,4,6,6,11,11,24
Limeira	5	2	19	13,16,18,19,20	2020-w27,2020-w30,2020-w32,2020-w33,2020-w34	18,18,17,12,17
Limeira	5	3	11	22,24,24,26,26,28,28,29,30,31,33,34,35,36,37	2020-w36,2020-w38,2020-w38,2020-w40,2020-w40,2020-w42,2020-w42,2020-w43,2020-w45,2020-w46,2020-w48,2020-w49,2020-w50,2020-w51,2020-w52	6,7,7,4,4,1,1,2,2,6,4,3,14,12,12
Limeira	5	4	17	39,41,41,42,44,44,46,46,47,49,49,51,51,52,54,56,57	2021-w01,2021-w03,2021-w03,2021-w04,2021-w06,2021-w06,2021-w08,2021-w08,2021-w09,2021-w11,2021-w11,2021-w13,2021-w13,2021-w14,2021-w16,2021-w18,2021-w19	14,16,16,22,7,7,14,14,23,24,24,16,16,16,9,6,12
Limeira	5	5	12	59,61,61,63,64,65,66,67,68	2021-w21,2021-w23,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30	9,1,1,8,6,3,5,2,3
Cabreúva	3	1	5	0,1,2,3,5,5,6,8,8,9,11,11,13,13,15,15,17,17,18,19,20,21,23,23,24,26,26,28,30,31	2020-w16,2020-w18,2020-w20,2020-w21,2020-w23,2020-w23,2020-w24,2020-w26,2020-w26,2020-w27,2020-w29,2020-w29,2020-w34,2020-w34,2020-w37,2020-w37,2020-w44,2020-w44,2020-w45,2020-w46,2020-w47,2020-w48,2020-w50,2020-w50,2020-w51,2020-w53,2020-w53,2021-w03,2021-w05,2021-w06	1,2,4,4,1,1,5,4,4,5,3,3,1,1,1,1,1,1,1,1,1,6,4,4,4,2,2,2,1,2
Cabreúva	3	2	11	33,34,35,37,37,39,41,42	2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w16,2021-w17	2,4,9,7,7,6,4,5
Cabreúva	3	3	7	44,46,46,47,49,49,51,51,53,55,56	2021-w19,2021-w21,2021-w21,2021-w22,2021-w24,2021-w24,2021-w26,2021-w26,2021-w28,2021-w30,2021-w31	5,3,3,13,10,10,7,7,2,2,2
Arujá	3	1	25	0,1,2,3,5,5,6,8,8,10,11,12,13,14,15,16	2020-w14,2020-w16,2020-w17,2020-w18,2020-w20,2020-w20,2020-w21,2020-w23,2020-w23,2020-w25,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31	1,4,7,16,21,21,24,15,15,24,22,27,16,12,9,11
Arujá	3	2	12	18,19,21,23,24	2020-w33,2020-w34,2020-w36,2020-w38,2020-w40	6,7,3,3,4
Arujá	3	3	22	26,27,28,30,30,32,32,33,35,35,36,38,38,40,42,43,44,45,46,47,48,49	2020-w42,2020-w43,2020-w44,2020-w50,2020-w50,2020-w52,2020-w52,2020-w53,2021-w04,2021-w04,2021-w08,2021-w10,2021-w10,2021-w12,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w22	2,2,2,2,2,1,1,1,1,1,1,7,7,14,8,10,7,3,4,1,4,3
Jaú	3	1	19	0,2,2,3,4,5,6,8,8,9,10,11,13,13,14,15,17,18,19,20,21,22,23,24,25	2020-w13,2020-w15,2020-w15,2020-w16,2020-w17,2020-w18,2020-w19,2020-w21,2020-w21,2020-w22,2020-w23,2020-w24,2020-w26,2020-w26,2020-w27,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38	1,1,1,3,5,7,13,8,8,13,16,17,12,12,12,19,18,11,18,16,18,13,19,12,18
Jaú	3	2	27	27,30,32,32,33,34,36,36,37,39,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58	2020-w40,2020-w43,2020-w45,2020-w45,2020-w46,2020-w47,2020-w49,2020-w49,2020-w50,2020-w52,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	15,9,3,3,14,14,14,14,14,17,44,65,58,51,52,30,33,27,19,13,18,14,20,17,15,11,16
Jaú	3	3	36	60,61,62,64,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79	2021-w20,2021-w21,2021-w22,2021-w24,2021-w24,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39	21,25,31,36,36,33,15,22,15,10,9,5,2,4,2,3,1,3,2
Itapecerica da Serra	4	1	21	0,1,3,3,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	2020-w12,2020-w13,2020-w15,2020-w15,2020-w17,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w25,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34	1,3,9,9,15,43,50,48,39,37,39,28,33,25,20,14,16,8,8,2,7
Itapecerica da Serra	4	2	19	24,25,27,27,29,29,31,31,32,33,35,38,39,40	2020-w36,2020-w37,2020-w39,2020-w39,2020-w41,2020-w41,2020-w43,2020-w43,2020-w44,2020-w45,2020-w47,2020-w50,2020-w51,2020-w52	5,5,3,3,1,1,4,4,4,13,17,20,21,19
Itapecerica da Serra	4	3	54	42,44,44,46,46,48,48,50,50,51,53,54,55,56,57,58,59,60,61,62,63	2021-w01,2021-w03,2021-w03,2021-w05,2021-w05,2021-w07,2021-w07,2021-w09,2021-w09,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22	21,8,8,5,5,14,14,9,9,27,33,22,32,22,25,18,32,31,22,36,26
Itapecerica da Serra	4	4	18	65,66,68,68,70,71,72	2021-w24,2021-w25,2021-w27,2021-w27,2021-w29,2021-w30,2021-w31	15,19,10,10,8,5,7
Mogi das Cruzes	5	1	73	0,1,3,3,4,5,6,8,8,10,10,12,12,14,14,16,16,18,19,20,21,22,23	2020-w12,2020-w13,2020-w15,2020-w15,2020-w16,2020-w17,2020-w18,2020-w20,2020-w20,2020-w22,2020-w22,2020-w24,2020-w24,2020-w26,2020-w26,2020-w28,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35	3,14,20,20,24,32,50,79,79,73,73,52,52,68,68,65,65,53,51,44,38,27,36
Mogi das Cruzes	5	2	78	25,27,27,29,29,30,31,33,33,34,35,36,38,39,40	2020-w37,2020-w39,2020-w39,2020-w41,2020-w41,2020-w42,2020-w43,2020-w45,2020-w45,2020-w46,2020-w47,2020-w48,2020-w50,2020-w51,2020-w52	30,21,21,20,20,23,27,28,28,33,50,52,74,47,54
Mogi das Cruzes	5	3	70	42,43,45,49,50	2021-w01,2021-w02,2021-w04,2021-w08,2021-w09	42,57,68,74,97
Mogi das Cruzes	5	4	52	52,58,58,59,61,63,64	2021-w11,2021-w17,2021-w17,2021-w18,2021-w20,2021-w22,2021-w23	95,30,30,47,48,63,71
Mogi das Cruzes	5	5	12	66,71,73,73,75,76,77,78,79,80,81,82,83,84,85	2021-w25,2021-w30,2021-w32,2021-w32,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39,2021-w40,2021-w41,2021-w42,2021-w43,2021-w44	57,15,9,9,10,2,17,14,11,4,8,7,3,5,3
Praia Grande	3	1	34	0,2,2,4,4,6,6,7,8,10,10,12,13,14,15,16,17,18,19	2020-w13,2020-w15,2020-w15,2020-w17,2020-w17,2020-w19,2020-w19,2020-w20,2020-w21,2020-w23,2020-w23,2020-w25,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32	5,10,10,17,17,15,15,22,38,29,29,27,18,15,24,15,15,7,6
Praia Grande	3	2	17	21,23,23,25,25,26,27,29,29,30,31,33,33,34,36,36,38,38,40,40,41,42,44,50,51,52,53,54,55,56,57,58	2020-w34,2020-w36,2020-w36,2020-w38,2020-w38,2020-w39,2020-w40,2020-w42,2020-w42,2020-w43,2020-w44,2020-w46,2020-w46,2020-w47,2020-w49,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w01,2021-w02,2021-w04,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	9,4,4,2,2,2,4,5,5,5,5,6,6,6,13,13,9,9,1,1,12,13,7,22,49,30,22,27,21,23,21,26
Praia Grande	3	3	17	60,62,62,64,64,66,67,68,69,70,71,72,73	2021-w20,2021-w22,2021-w22,2021-w24,2021-w24,2021-w26,2021-w27,2021-w28,2021-w30,2021-w31,2021-w32,2021-w34,2021-w35	25,23,23,4,4,11,7,5,4,7,5,1,2
Suzano	3	1	7	0,2,2,3,5,5,7,7,8,10,11,12	2020-w13,2020-w15,2020-w15,2020-w16,2020-w18,2020-w18,2020-w20,2020-w20,2020-w21,2020-w23,2020-w24,2020-w25	2,1,1,2,5,5,3,3,6,6,2,4
Suzano	3	2	3	14,16,16,18,20,21	2020-w27,2020-w30,2020-w30,2020-w32,2020-w35,2020-w36	3,2,2,2,1,2
Suzano	3	3	13	23,24,25,26,27,29,31,32,33,34	2021-w05,2021-w07,2021-w08,2021-w10,2021-w12,2021-w14,2021-w16,2021-w17,2021-w18,2021-w19	1,1,1,1,2,11,2,2,1,2
Guarujá	5	1	40	0,2,2,3,4,5,6,7,8,9,11,11,13,16,17,18,19,20,21	2020-w12,2020-w14,2020-w14,2020-w15,2020-w16,2020-w17,2020-w18,2020-w19,2020-w20,2020-w21,2020-w23,2020-w23,2020-w25,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33	1,3,3,10,10,18,44,56,62,63,40,40,39,21,26,23,23,16,23
Guarujá	5	2	19	23,24,25,27,29,30	2020-w35,2020-w36,2020-w37,2020-w39,2020-w41,2020-w42	14,15,18,11,18,19
Guarujá	5	3	29	32,33,34,35,37,38,39,40,41,42,43,44,45	2020-w44,2020-w45,2020-w46,2020-w47,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04	12,12,19,19,20,15,34,18,6,15,10,8,12
Guarujá	5	4	76	47,48,49,50,51,52,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73	2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32	13,30,30,37,44,67,55,45,36,39,25,29,21,40,26,26,18,16,12,14,7,2,6,2,6,2
Guarujá	5	5	9	75,76,78,78,80,81,82,83,84,85	2021-w34,2021-w35,2021-w37,2021-w37,2021-w40,2021-w41,2021-w42,2021-w43,2021-w45,2021-w47	1,2,2,2,5,2,1,4,2,2
Caieiras	3	1	8	2,4,4,6,6,7,9,9,11,14,15	2020-w15,2020-w17,2020-w17,2020-w19,2020-w19,2020-w20,2020-w22,2020-w22,2020-w24,2020-w27,2020-w28	2,6,6,8,8,9,3,3,6,8,8
Caieiras	3	2	5	17,19,19,20,21,23,24,25	2020-w30,2020-w32,2020-w32,2020-w33,2020-w34,2020-w36,2020-w37,2020-w38	5,2,2,2,2,4,1,3
Caieiras	3	3	7	27,29,29,30,31,33,33,35,35,37,37,39,39,40,42,42,43,44,45,47,47,48,50,50,52,52,53,55,55,57,57,58,60,60,62,62,64,64,65,67,68,69,70,71	2020-w41,2020-w45,2020-w45,2020-w46,2020-w47,2020-w49,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w06,2021-w08,2021-w09,2021-w11,2021-w11,2021-w12,2021-w14,2021-w14,2021-w16,2021-w16,2021-w17,2021-w19,2021-w19,2021-w21,2021-w21,2021-w22,2021-w24,2021-w24,2021-w26,2021-w26,2021-w28,2021-w28,2021-w29,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35	1,1,1,1,3,1,1,3,3,1,1,3,3,4,2,2,2,2,5,4,4,8,8,8,14,14,14,12,12,17,17,17,19,19,10,10,3,3,7,5,1,2,1,3
São Carlos	4	1	10	0,1,3,3,4,5,7,7,8,9,10,11,13,16,17,18,19,20,21,22,23,24	2020-w12,2020-w13,2020-w15,2020-w15,2020-w16,2020-w17,2020-w19,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w25,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36	1,1,1,1,1,1,2,2,5,8,8,9,9,15,16,9,18,14,8,17,15,11
São Carlos	4	2	21	26,27,28,29,31,31,32,34,34,35,37,38,39	2020-w38,2020-w39,2020-w40,2020-w41,2020-w43,2020-w43,2020-w44,2020-w46,2020-w46,2020-w47,2020-w49,2020-w50,2020-w51	9,12,12,14,9,9,11,4,4,10,11,10,19
São Carlos	4	3	49	41,42,43,44,46,46,48,51,52,53,54,55,56,57,58,59,60,61	2020-w53,2021-w01,2021-w02,2021-w03,2021-w05,2021-w05,2021-w07,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20	23,24,33,47,48,48,43,64,68,52,36,45,30,21,36,19,14,31
São Carlos	4	4	37	63,65,65,67,68,69,70,71,72	2021-w22,2021-w24,2021-w24,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31	35,29,29,18,12,16,12,10,9
